Species,Clade,social_system,range_size,pre_var_among,pre_var_within,tmp,dtr,str,pre,body_mass,abundance,X95..Lower.CI,X95..Upper.CI
Phoenicurus_ochruros,M6,1,13626169.33,1.847486839,2.266999006,5.482838624,11.85289282,26.95044342,39.92890458,16.5,20799905,236301,1985246259
Phoenicurus_phoenicurus,M6,0,14484589.58,2.016747148,2.262475287,3.406075141,9.720407406,31.35191723,47.48677442,14.59,11327950,119721,974751248
Phoenicurus_hodgsoni,M6,0,1423199.973,1.763664365,2.6579308,2.88446685,13.29253337,19.52521059,54.4764354,17,1130263,12314,117156542
Phoenicurus_schisticeps,M6,0,754510.6308,1.790611378,2.690104427,3.679466971,13.34336807,18.62830532,56.58911558,18.1,1269136,15429,116549492
Phoenicurus_auroreus,M6,0,4822744.762,1.850520961,2.60520616,0.306837897,12.70090849,38.07292527,44.78814862,16.2,8461678,93994,740665890
Phoenicurus_moussieri,M6,0,473997.8037,2.042520518,2.274644947,16.17793347,12.16778873,19.20414394,32.67665763,14.9,1718065,17229,156813416
Phoenicurus_erythrogastrus,M6,0,3633428.558,1.668108981,2.217519107,0.379539861,13.3638777,32.67773042,28.55308054,24.54,4360962,48742,345203433
Phoenicurus_frontalis,M6,0,2621158.148,1.849200731,2.635256039,4.473738873,12.44725193,20.4237466,55.15795239,15.77,2262298,23750,208035327
Chaimarrornis_leucocephalus,M6,0,4081167.577,1.993600745,2.673661642,8.192780465,11.49447115,21.15504898,67.78814957,30.04,2061533,23430,200713635
Rhyacornis_fuliginosa,M6,0,5100213.95,2.189117845,2.789975539,13.47646285,10.12588055,21.05913976,89.70028432,20.4,2556462,24789,218739052
Rhyacornis_bicolor,M6,0,31763.67075,2.67752613,3.235554934,24.04118877,8.954676151,3.886064821,239.6395603,23,21756,243,2148511
Hodgsonius_phaenicuroides,M6,0,1761423.719,2.076751606,2.83327315,12.35111511,11.1507496,16.50955185,83.87474015,21.1,356473,4298,35712010
Cinclidium_leucurum,M6,0,2932226.844,2.261427838,2.954742039,18.58936332,9.527846055,13.22453016,120.5550481,26.83,810369,8531,73760504
Cinclidium_diana,M6,0,97561.17535,2.63352336,2.900814965,24.43884152,12.8971096,1.314010404,245.2257872,26.2,NA,NA,NA
Cinclidium_frontale,M6,0,219607.0459,2.292847024,3.053343699,20.35460431,9.83176069,10.3286938,132.5441427,25.4,46660,514,4153967
Grandala_coelicolor,M5,0,1665376.877,1.768262957,2.646237856,1.634804934,13.57431479,19.96531238,51.93237907,45.6,1159402,13148,100025442
Enicurus_scouleri,M6,0,3535409.759,2.244980435,2.785864163,13.22960598,9.885432366,19.25162907,95.11589381,17.8,571499,6014,46366186
Enicurus_velatus,M6,0,103361.8506,2.621630225,2.915556418,24.63729212,12.67917267,1.387893524,229.5157971,33,NA,NA,NA
Enicurus_ruficapillus,M6,0,1105095.597,2.615088251,2.834692036,26.08347642,8.883231956,1.380737597,243.1682117,28.23,130742,1489,12640673
Enicurus_immaculatus,M6,0,921267.8238,2.37733457,3.132423445,20.71590697,10.67555939,10.42198667,156.585044,25.5,462483,4666,40124517
Enicurus_schistaceus,M6,0,2441930.117,2.331360468,2.994716191,19.63949451,9.564733411,13.0568666,131.4844913,31,679738,6916,62023686
Enicurus_leschenaulti,M6,0,6166589.043,2.361507659,2.915282678,20.13882788,9.397585875,11.89958445,149.2523454,33.8,1983963,22657,187823618
Enicurus_maculatus,M6,0,1640498.355,2.33545288,2.967815908,17.81654645,9.763508861,14.01108777,120.0367393,40.39,1526532,15973,136556315
Cochoa_purpurea,M5,0,623216.088,2.279461233,2.985977998,18.05736111,11.05783743,11.39754503,109.9325933,103,74110,802,6440810
Cochoa_viridis,M5,0,1337235.033,2.317686937,3.0909456,22.11399112,9.994046423,9.056666747,151.5123628,120,133184,1409,12721633
Cochoa_beccarii,M5,0,64349.29884,2.560827613,2.849156195,24.21574835,13.48729502,1.234924241,226.0103968,111.5,NA,NA,NA
Cochoa_azurea,M5,0,8485.366333,2.852735485,3.10449338,24.8869648,11.5338098,1.600476197,280.8805433,111.5,NA,NA,NA
Saxicola_rubetra,M6,0,10238944.41,2.073682697,2.250447867,3.865427698,8.911539143,29.68341651,51.89610027,16.6,10362836,104514,984733364
Saxicola_macrorhynchus,M6,0,554149.8528,1.958262736,2.490664302,25.09688797,14.22287454,20.09086722,36.36660966,15.27,135728,1325,11909180
Saxicola_insignis,M6,0,230810.6056,1.460182592,2.221074999,-3.729484816,13.93299002,40.34112402,17.08971007,15.27,88346,963,7896074
Saxicola_dacotiae,M6,1,1260.31331,1.682105303,2.074015945,19.51564264,7.285781384,9.033125162,13.70048642,12.2,1275,13,114833
Saxicola_torquatus,M6,0,32655980.57,1.924572278,2.395535587,2.91930049,11.25777215,32.96654129,48.63838105,14.09,12086654,133224,1090426240
Saxicola_tectes,M6,0,2541.135798,2.596053839,2.907990694,21.30319405,7.65826416,5.600833416,162.589447,12.64,2834,36,234649
Saxicola_leucurus,M6,0,803653.8347,2.34693461,3.099892354,24.52270965,10.91911848,12.19962652,156.2932916,15.27,372051,3820,36152326
Saxicola_caprata,M6,0,9769959.333,2.075559643,2.66873902,20.38404376,12.0484546,16.24302566,86.87517295,15.2,11385991,128517,1051658051
Saxicola_jerdoni,M6,0,398091.359,2.38548508,3.152751577,23.24593976,10.14824523,10.43879763,163.8896053,15.27,312550,3641,27933039
Saxicola_ferreus,M6,0,6721236.151,2.307375364,2.924891255,17.29650266,9.427286802,16.16323586,118.9660725,14.7,6546473,76417,528928845
Saxicola_gutturalis,M6,0,30091.32288,2.491797339,2.951357798,25.26034754,9.874690923,2.613939437,107.1184228,15.27,17182,184,1507695
Oenanthe_bifasciata,M6,0,244640.9402,2.259414938,2.640626531,16.33473954,13.41070468,10.28675949,64.31099353,24.59,105576,1110,9053421
Oenanthe_leucopyga,M6,0,5398249.866,1.005640203,1.49128356,23.89985411,14.39171261,17.81825003,6.430077036,27.9,5367237,62105,474421808
Oenanthe_monacha,M6,0,916310.2486,1.392239613,1.89821807,21.901313,13.21980517,19.76844234,9.766920655,21.55,545222,6068,45745699
Oenanthe_albonigra,M6,0,1313740.406,1.690622163,2.132747828,19.2272011,14.54357383,22.121078,17.01519967,25.2,678388,7142,54408052
Oenanthe_leucura,M6,0,1310251.891,1.908005532,2.139732183,17.22905297,12.04625426,18.5184782,27.1807692,41,1197418,13308,115973076
Oenanthe_monticola,M6,0,1391804.191,1.957015581,2.297316561,17.6996863,14.71401118,12.21294774,33.04471778,33.1,1056283,11343,104113092
Oenanthe_phillipsi,M6,0,557674.6406,1.523800615,2.192039169,25.82944558,12.82028405,5.707882559,21.93554102,24.59,NA,NA,NA
Oenanthe_oenanthe,M6,0,31301891,1.859147576,2.214094369,-1.841373925,10.12643525,37.09291151,36.84290439,25.39,8903286,608955,135060451
Oenanthe_lugens,M6,0,1990632.612,1.595417713,1.986059062,19.29903193,13.58236411,18.58799018,18.35342376,22.44,1340715,14188,129380106
Oenanthe_finschii,M6,0,1767330.498,1.810843429,2.159719912,12.70276115,12.73731433,27.9599557,26.24727861,27.38,1804363,20559,171435400
Oenanthe_picata,M6,0,2122933.329,1.810028573,2.232831853,12.78193193,13.17133411,25.57168899,27.03941131,21.59,3426755,37765,346032705
Oenanthe_moesta,M6,0,923401.4242,1.688529909,2.036276046,18.6592754,12.40645022,18.85196847,17.92580633,30.2,590734,7022,48629538
Oenanthe_hispanica,M6,0,3529344.194,2.050790466,2.300927105,13.26925592,11.72507387,22.25248943,41.7174883,15.04,5860606,68334,534349991
Oenanthe_pleschanka,M6,0,8846595.229,1.781818124,2.242209978,3.827160688,12.4241246,34.73795859,29.53376414,19.36,10464204,113582,992322414
Oenanthe_cypriaca,M6,0,9272.52721,1.985045433,2.547986746,18.8850174,10.82166672,17.72145844,36.72626781,16.61,378675,4469,33126283
Oenanthe_xanthoprymna,M6,0,102691.1059,2.006745505,2.411519587,10.81785951,13.0733197,28.0740006,41.67582374,22.7,1724213,19237,159770129
Oenanthe_deserti,M6,0,7736786.487,1.51970483,2.044417749,6.662409137,13.65058555,29.67303641,17.35681377,19.84,14997742,168133,1301807701
Oenanthe_pileata,M6,0,5997462.333,1.935826546,2.662442681,20.9160313,13.90835589,8.398089356,63.2824784,26.8,1269284,14039,105292739
Oenanthe_isabellina,M6,0,11710698.47,1.693224741,2.073337388,6.854909904,12.77132702,32.80790328,23.35164193,29.4,16259129,180371,1393828525
Oenanthe_bottae,M6,0,407551.791,2.063366024,2.632648061,19.52190151,13.27333308,5.86850852,73.01931536,19.9,87782,981,7508571
Cercomela_sinuata,M6,0,793361.2982,1.993786918,2.177156537,16.94176319,15.30260286,13.60782224,28.93298378,18.1,95052,1140,8251326
Cercomela_schlegelii,M6,0,1144740.062,1.801818467,2.084472514,18.06621579,14.44194853,12.10465076,20.97834406,23.3,131881,1529,11198951
Cercomela_tractrac,M6,0,1018879.118,1.751703307,2.06397382,18.49401321,14.43423709,11.98240197,18.77026575,20.8,366626,4214,34126670
Cercomela_familiaris,M6,0,7292968.906,1.989967913,2.706492199,22.09918885,13.16361829,7.98641042,69.9812647,19.45,4302395,40772,387174733
Cercomela_scotocerca,M6,0,554755.0736,1.810490868,2.517490645,25.15202072,13.92168813,6.047281491,41.89016145,16,207306,2420,17921331
Cercomela_fusca,M6,0,934000.9322,2.128810997,2.94178111,25.39506528,13.12339256,17.19212003,72.10863977,12.7,1359818,14830,124549150
Cercomela_dubia,M6,0,69837.86041,2.121125311,2.390379259,25.130226,12.91699675,7.680892876,40.89547951,17.19,34484,383,3046192
Cercomela_melanura,M6,0,2174337.344,1.235743938,1.987485089,25.2265732,13.89885686,13.52850091,13.78352111,15.2,3715694,41816,332935381
Cercomela_sordida,M6,0,188372.1598,2.356347113,2.856404789,17.45033461,13.65353762,4.057423155,95.62302158,21,1048429,11394,99886157
Myrmecocichla_tholloni,M6,1,544275.7053,2.077011731,2.907347324,22.34434055,11.580916,4.217685769,115.791147,38.88,NA,NA,NA
Myrmecocichla_aethiops,M6,1,2195986.845,1.581814339,2.709734649,27.70673151,14.70326149,9.946190561,45.37561152,56.56,628103,6841,63165608
Myrmecocichla_formicivora,M6,1,2087756.089,1.934091831,2.366883716,19.2190086,15.7401397,12.74539258,32.71344851,41.6,1066993,11031,96313954
Myrmecocichla_nigra,M6,1,3505287.839,2.055206363,2.869453504,22.8901766,12.42216593,4.400802318,104.7995918,40.3,703224,5958,64380020
Myrmecocichla_melaena,M6,1,259880.3673,2.312586496,2.905253324,17.49011013,14.09076896,4.22635667,97.82158665,38.88,NA,NA,NA
Myrmecocichla_albifrons,M6,1,3294680.417,2.009858333,2.911270655,26.43703761,12.7287666,5.751494867,97.22995165,20.6,138762,1381,12513904
Myrmecocichla_semirufa,M6,0,386134.0722,2.293543168,2.883355492,18.86747599,14.0202197,4.105839749,98.24038329,46.7,67996,741,6682212
Pinarornis_plumosus,M6,0,213455.1925,2.024069377,2.826430175,21.17412655,13.09541876,9.062870509,62.55746245,65.8,85280,938,7845963
Aplonis_zelandica,M4,0,12394.52382,2.579976678,2.839249611,23.63145924,6.662222385,4.069583297,201.4016342,68.66,NA,NA,NA
Aplonis_santovestris,M4,0,59.60221709,2.738903046,2.852249781,23.45044072,6.689074198,3.054166714,232.1306712,68.66,NA,NA,NA
Aplonis_pelzelni,M4,0,61.485979,2.8287251,2.805929422,26.39166641,7.007638931,0.812499881,337.9664612,47,NA,NA,NA
Aplonis_tabuensis,M4,0,23349.99045,2.844484615,3.037165928,24.68333397,6.76441679,3.26016674,247.4786407,62.5,1219652,13135,113759981
Aplonis_striata,M4,0,18367.85539,2.656828523,2.690717141,22.12594954,5.935706139,6.292222261,115.4131495,54.2,271347,2957,25855007
Aplonis_opaca,M4,0,2018.984611,2.38967061,2.906908572,27.4827261,6.522132039,1.032833371,342.8241302,83.4,1275328,15367,127507050
Aplonis_crassa,M4,0,4371.551741,2.581502914,3.068444729,26.51729202,9.312916756,2.490000248,164.1602783,59,NA,NA,NA
Aplonis_cantoroides,M4,0,830976.9863,2.520584511,2.775557641,25.53529502,10.41192881,1.674732159,262.5650463,55.73,2640957,30959,241310333
Aplonis_feadensis,M4,0,44.03337346,2.519780874,2.329568624,27.12347221,7.048680782,0.716665924,256.429657,72,NA,NA,NA
Aplonis_insularis,M4,0,539.0386599,2.398656607,2.709810734,26.3617363,6.675625324,1.944999814,250.9994507,69.88,94994,1067,7838674
Aplonis_grandis,M4,0,31177.50524,2.521989803,2.679933627,25.84222841,8.703698079,1.759722392,270.469841,134,20726,241,1757512
Aplonis_dichroa,M4,0,3331.937581,2.32965517,2.694721937,25.03784752,7.199652672,1.659166813,269.5940857,84,NA,NA,NA
Aplonis_mysolensis,M4,0,64757.02576,2.433519051,2.740876118,25.5488462,9.429659526,0.837539642,212.3421958,68.66,791378,8834,72234922
Aplonis_minor,M4,0,325906.8746,2.662960154,3.013925516,25.49707719,10.05612833,1.834669827,190.5376927,42,1738180,20626,154200805
Aplonis_panayensis,M4,0,2145170.846,2.594660508,2.914185636,25.88881172,9.055856343,2.107742906,232.310185,56.2,13917389,181351,1023080703
Aplonis_metallica,M4,0,769680.2601,2.516454741,2.836352102,25.93359064,9.054636015,2.755653368,226.4137935,56.49,13598801,214777,909348540
Aplonis_magna,M4,0,2863.25329,2.680296421,2.689037085,26.6797924,8.145138741,0.848332942,241.3339539,68.66,112683,1185,9892631
Aplonis_mystacea,M4,0,140533.8061,2.467483231,2.810479192,26.57144778,9.094546748,1.67272877,319.8353996,68.66,51557,556,4654738
Aplonis_brunneicapillus,M4,0,25066.23928,2.500670844,2.695704778,25.70457988,8.630748537,1.667963141,268.7126134,66.65,5559,61,483611
Poeoptera_stuhlmanni,M4,0,175255.6992,2.313081064,2.685086453,19.53382365,12.17074355,2.191404347,109.5879507,39.3,288441,3177,26876726
Poeoptera_kenricki,M4,0,203009.1071,2.203413048,2.810725333,20.76138191,11.49936347,4.801948731,73.98034281,46.37,99528,1138,9142578
Poeoptera_lugubris,M4,0,605188.7039,2.328274671,2.844721211,24.17436799,10.0567324,2.705841844,140.8331475,38.79,767748,7998,71351575
Onychognathus_neumanni,M4,0,467656.0813,1.807255681,2.882580374,25.78958506,13.3861844,7.552472858,82.06985343,39.8,56223,634,5314819
Grafisia_torquata,M4,0,172318.2099,2.115043521,2.925315402,24.48616289,12.21926198,3.922484561,124.2291831,64,NA,NA,NA
Onychognathus_walleri,M4,0,308237.3173,2.283809544,2.75603244,20.56759038,11.64842002,3.152831627,104.9360262,93,791682,8591,74558287
Onychognathus_nabouroup,M4,0,984106.6141,1.792228158,2.095909521,18.23853765,14.38351058,11.54725972,20.85572633,102.43,2454578,27219,224772525
Onychognathus_tristramii,M4,0,543188.6154,1.436620498,1.849685304,22.05819258,11.59592438,12.28767128,15.07288,122.73,2570655,28997,205671816
Onychognathus_morio,M4,0,3660528.378,2.13108408,2.713071095,20.36006161,13.05723956,7.564257489,68.52110421,132.9,4035685,49252,326638561
Onychognathus_blythii,M4,0,440734.8299,1.788779751,2.403676808,23.34957658,13.18341014,6.14790536,44.91091406,100,337123,3886,25539844
Onychognathus_frater,M4,0,3651.676859,0.700901866,1.999090031,24.80942726,9.635408223,6.48666662,55.29813385,100,NA,NA,NA
Onychognathus_fulgidus,M4,0,2367641.442,2.286941762,2.810729233,24.75229563,10.19290562,2.475819452,143.4892758,109.03,609335,6723,55607257
Onychognathus_tenuirostris,M4,0,405677.7319,2.291344561,2.820139454,18.46411306,13.34358535,3.526774644,95.34101836,118,660345,7483,61618569
Onychognathus_albirostris,M4,0,162747.003,2.178102571,2.891529776,18.90200903,14.32401258,4.811512431,78.24890274,137.29,332409,3741,30293046
Onychognathus_salvadorii,M4,0,646688.6734,2.052716711,2.560578921,24.28553857,13.03878976,3.794587203,48.88647362,160,225660,2425,21668046
Coccycolius_iris,M4,1,148739.0481,2.310346618,2.927278161,26.03998899,11.71142962,4.09145836,130.6322172,69,NA,NA,NA
Lamprotornis_cupreocauda,M4,0,345124.1709,2.440508869,2.963646525,26.03345769,9.899114695,3.196156607,165.2492173,58.01,69392,826,5450987
Lamprotornis_purpureiceps,M4,0,1826616.887,2.287188229,2.83255854,24.69857833,9.882111424,2.490111209,141.6534277,62.84,1483550,14712,137067816
Lamprotornis_corruscus,M4,0,495997.9706,2.359500958,2.791422034,23.72054316,10.20147672,6.308160605,87.11723516,56.07,1843533,20891,169286494
Lamprotornis_purpureus,M4,0,3441494.87,1.962725215,2.884160369,26.8970037,12.92085766,6.267717917,87.35221572,112.87,6267566,76683,547009057
Lamprotornis_nitens,M4,1,3003734.43,1.936005644,2.484423364,20.05863182,14.77733312,11.02132545,41.57298258,85.59,3649195,43131,297529365
Lamprotornis_chalcurus,M4,0,2454558.775,2.022783706,2.912739852,26.56918494,12.67692001,5.615821935,96.42710451,63,1468652,16747,133476332
Lamprotornis_chalybaeus,M4,0,7830690.147,1.842810755,2.747523728,24.22361259,13.92231675,7.934488257,59.84872042,86.17,8293524,97977,766723191
Lamprotornis_chloropterus,M4,1,4092103.53,1.981201673,2.887924944,26.40949774,13.01158577,5.869151308,93.41176638,73.1,3683435,39116,386573241
Lamprotornis_acuticaudus,M4,0,1542032.329,1.843015005,2.869005445,21.54421254,14.26170897,6.572079338,83.22645732,67.6,430542,4766,36770455
Lamprotornis_splendidus,M4,0,3737317.867,2.204303525,2.860331033,24.16785978,10.84403183,3.018887531,131.5161217,123.09,3607944,38576,290034638
Lamprotornis_ornatus,M4,0,146.6535681,2.389678001,2.856017113,23.35631943,7.158680439,2.584167004,187.238205,130,93,1,8880
Lamprotornis_australis,M4,0,1498582.673,1.851685208,2.534096343,21.1277478,15.78280519,11.47471392,38.05642739,101.05,1406921,16936,121949416
Lamprotornis_mevesii,M4,1,639807.3721,1.885167246,2.735121447,22.25583998,14.38298197,10.34353611,51.26684518,64.19,2096790,22336,174421053
Lamprotornis_caudatus,M4,1,2770669.045,1.738005223,2.836855415,27.68410211,14.16831968,8.223996357,63.51411863,121,7223371,82201,660632733
Lamprotornis_purpuroptera,M4,1,1362512.114,2.072537138,2.677180804,25.04447974,13.11927992,4.429177798,70.74581445,77.41,NA,NA,NA
Lamprotornis_superbus,M4,1,2087560.01,2.026606718,2.507068506,24.4119439,12.50528817,4.243684024,48.82456923,64.9,5015093,54002,475069762
Lamprotornis_pulcher,M4,1,3751949.699,1.426358126,2.530376554,28.00009229,15.05421575,10.99762341,31.76410069,67.29,5550438,61703,539269840
Lamprotornis_shelleyi,M4,0,657853.6533,1.820301612,2.411350626,24.67375099,13.05686561,4.782933967,37.03750929,45,195991,2227,18869432
Lamprotornis_hildebrandti,M4,0,413819.2045,2.206636285,2.681190811,21.35773518,12.10474311,3.827111949,66.92300925,55.89,339570,3701,31449798
Cinnyricinclus_sharpii,M4,0,194191.7135,2.325209735,2.693946611,19.49817558,12.60523529,2.908974365,95.8834053,41,175503,1920,17302881
Cinnyricinclus_femoralis,M4,0,5033.201187,2.558069587,2.900245786,16.77038193,11.5693059,4.136250138,110.5257301,45.87,94,1,8259
Cinnyricinclus_leucogaster,M4,0,9925404.795,1.973265592,2.816861051,24.01000303,13.45313419,6.887688998,79.40316266,44,6876061,82035,700015287
Speculipastor_bicolor,M4,1,1084773.961,1.913892354,2.394598543,25.94472908,12.40664862,3.986464222,34.10973156,64.16,170769,1713,17543095
Neocichla_gutturalis,M4,1,292415.0811,1.834637804,2.843299531,21.49435217,12.93974487,5.647474737,71.70487903,66.7,NA,NA,NA
Spreo_fischeri,M4,1,642683.4882,2.10943729,2.510798454,26.11862517,11.18926372,3.961081727,44.84047218,51,113722,1249,11153381
Spreo_bicolor,M4,1,787929.6051,2.135338661,2.357364277,16.22981866,14.75296852,12.65858412,41.83019473,104,1272485,15136,112633654
Spreo_albicapillus,M4,1,792878.4944,1.736851863,2.347610497,25.37391436,12.75050981,5.043092976,31.13525232,76.75,358399,3978,31763040
Cosmopsarus_regius,M4,1,1243437.565,2.004637522,2.469853966,25.72581864,12.11129143,4.217662152,40.16205186,53.83,319035,3385,30585465
Cosmopsarus_unicolor,M4,1,309310.9391,2.006339744,2.788415673,21.33774917,11.7018819,4.426634291,65.33832569,60.24,817309,8851,78801993
Saroglossa_aurata,M4,0,409686.1319,2.383229079,2.996220751,22.93758075,9.347388235,5.650012493,134.0688868,40.5,657229,6827,59462668
Saroglossa_spiloptera,M4,0,119537.7256,2.376865294,3.004199142,19.84166255,11.77018586,17.04115967,96.9036293,47.5,546698,6385,49078107
Creatophora_cinerea,M4,0,5407365.7,2.003333699,2.587733257,21.19781365,13.87117718,8.340195043,55.82370391,73.03,5267354,65346,436573492
Sturnus_albofrontatus,M4,0,9929.8804,2.720281422,2.893033862,24.49500036,7.688559175,2.407291651,183.3788261,81.72,1010,11,95530
Sturnus_malabaricus,M4,0,3374078.723,2.31927393,3.0778597,22.58541146,10.15808384,10.88153944,139.1692698,39.6,8734223,97484,793211057
Sturnus_erythropygius,M4,0,5627.11899,2.821685394,3.298269669,27.0623614,6.963958422,2.669166724,261.5686188,81.72,7347,79,642700
Sturnus_pagodarum,M4,0,3763655.678,2.098105539,2.725377223,24.62294003,12.13789179,14.66735353,69.22076076,48.9,6695875,76453,526687319
Sturnus_sericeus,M4,0,1710174.669,2.408355614,2.855901955,17.67204151,7.976772274,19.75679658,117.3727458,81.72,7815946,97103,594918629
Sturnus_sturninus,M4,0,3280985.001,1.839157119,2.601541022,2.82447043,12.44839201,37.92177475,41.62073571,49.4,4269450,48005,416788412
Sturnus_philippensis,M4,0,200481.415,2.319614582,2.630393171,7.939917619,8.486360438,25.7266867,113.812186,28.8,2453576,28215,204668260
Sturnus_sinensis,M4,0,741191.4309,2.471963324,2.902675622,19.42808417,7.943908965,18.22103795,128.1474933,61,3122934,34630,283991752
Sturnus_roseus,M4,0,5911355.589,1.824578952,1.982608443,7.932126706,11.73376363,32.78303345,25.76719977,72.97,57800268,715801,5039517931
Sturnus_vulgaris,M4,0,34402905.31,2.032452916,2.272378389,5.429808667,11.22478155,29.66486734,50.56300386,77.14,1288846040,428117239,3986525008
Sturnus_unicolor,M4,0,826392.8374,2.179499362,2.365385134,14.50265363,10.79043661,17.0555428,46.98501615,83.66,8712922,122727,638941403
Sturnus_cineraceus,M4,0,5357816.067,1.818729417,2.560393234,2.344165654,12.52907467,37.57274903,44.34760372,83,18306839,217823,1460399133
Sturnus_contra,M4,0,3621785.802,2.264328506,3.006210753,23.97786812,11.31739651,13.07566052,120.0765663,83.99,16114518,194406,1546420080
Sturnus_nigricollis,M4,0,2900662.508,2.32250503,2.993109893,21.80098103,9.49055524,11.1253789,132.2876705,156.92,7190160,83286,649379713
Sturnus_burmannicus,M4,0,327472.2611,2.342085413,3.131545077,23.84186421,11.04930327,8.353601256,152.3279523,81.72,2705959,31481,266596219
Sturnus_melanopterus,M4,0,53002.64659,2.687057245,3.064469624,26.04870186,9.952166891,1.745916677,206.1906647,81.72,NA,NA,NA
Leucopsar_rothschildi,M4,0,240.5230117,2.759188116,3.026571155,25.76307297,9.964184284,2.345624864,171.7622604,91.3,NA,NA,NA
Acridotheres_tristis,M4,0,8653968.229,2.203874945,2.785103822,22.01954487,11.59011655,13.31886493,96.55825685,116.43,59142818,683341,4702674404
Acridotheres_ginginianus,M4,0,1607853.903,2.127628365,2.875684384,25.50645794,12.92490954,16.67429657,76.36206311,72,5194138,71510,401003153
Acridotheres_fuscus,M4,0,2411128.95,2.338364604,3.102193144,24.72783546,10.94655853,11.56441082,137.366352,82.8,9213871,112028,831989236
Acridotheres_grandis,M4,0,1707140.604,2.307926524,3.084046663,25.05256046,9.719487646,7.694458433,153.9573721,98.91,8462034,96059,683802368
Acridotheres_cinereus,M4,0,34993.41305,2.575390467,2.961369129,25.52318954,9.819503417,1.91717952,159.5241001,93.56,NA,NA,NA
Acridotheres_albocinctus,M4,0,98857.7003,2.318454511,3.120088155,22.2218792,10.28842479,10.09730949,147.5195195,93.56,441537,4686,41632411
Acridotheres_cristatellus,M4,0,3225630.925,2.330520364,2.877401375,17.59805536,8.75931281,17.49272972,115.1580292,116.31,15248420,157839,1507126317
Ampeliceps_coronatus,M4,0,1377093.441,2.282005444,3.096961996,24.46021027,10.07205478,7.164288016,155.3349602,87.87,482624,5042,45842738
Mino_anais,M4,0,413229.866,2.502778404,2.772564683,26.30189929,9.127021907,1.54191903,272.7462303,152,245574,2602,21375230
Mino_dumontii,M4,1,640179.9544,2.505598382,2.774064992,25.65841501,10.33189215,1.699031354,254.0588143,217,1438275,15096,144446859
Basilornis_celebensis,M4,0,174338.0282,2.465417725,2.818941231,24.64639581,10.31310949,1.249701221,204.3463952,93,328437,3791,30883023
Basilornis_galeatus,M4,0,7801.756992,1.983948509,2.746369839,25.45754623,9.280555725,0.889444252,170.4637756,101.5,NA,NA,NA
Basilornis_corythaix,M4,0,16752.79909,2.843467765,2.999661048,25.98210695,9.257106569,0.972777738,242.6280433,126,4193,46,377237
Basilornis_mirandus,M4,0,1528.358328,2.618259464,2.829851014,23.90931565,9.887530054,1.769404752,191.0113438,110,119,1,11273
Streptocitta_albicollis,M4,0,55724.42803,2.740348048,2.985528111,25.41451804,10.21595314,1.436342531,205.6935798,248,351165,3731,33584433
Streptocitta_albertinae,M4,0,3353.289734,1.917980969,2.770610809,25.6031599,9.454166889,0.846249908,168.3065338,248,NA,NA,NA
Sarcops_calvus,M4,0,253849.1762,2.651273667,2.973895682,25.50731043,8.609985099,2.810441753,202.9858476,142,599381,6756,50628008
Gracula_ptilogenys,M4,0,16125.32764,2.717563561,2.887678453,25.26465334,7.440198558,2.393928562,181.0389339,192,5576,59,456518
Gracula_religiosa,M4,0,3864550.112,2.437778646,3.011403425,24.43859619,9.684813584,6.230714969,185.5417053,192,5099874,53466,471180085
Enodes_erythrophris,M4,0,77247.8167,2.354095057,2.759016214,23.49493867,11.22486136,1.182191348,212.9724991,130,480930,5005,42937793
Scissirostrum_dubium,M4,0,144473.2275,2.556364067,2.847048668,24.82379234,10.14679708,1.265451352,207.7355073,65,NA,NA,NA
Buphagus_africanus,M4,1,3610882.054,1.830112196,2.836420123,26.32120113,13.75453882,7.728242815,69.64814977,58.5,2654331,30471,233317885
Buphagus_erythrorhynchus,M4,1,2861567.015,2.031623772,2.608275956,23.05051342,13.28035977,6.605768018,55.31193628,50.74,2857479,33824,277241167
Dumetella_carolinensis,M4,0,6824562.12,2.210662412,2.335035211,8.417243547,12.83672512,28.41170605,65.38624028,35.3,47471354,8657769,258131322
Melanoptila_glabrirostris,M4,0,178149.4462,2.434460255,2.803966799,25.84699074,11.39406153,5.860860225,111.9886087,35.4,506424,5388,52475407
Melanotis_caerulescens,M4,0,577980.8994,2.218664827,2.857603682,20.22385142,15.19691698,7.823396567,76.49265467,61.57,719708,8003,61317000
Melanotis_hypoleucus,M4,0,92797.78091,2.57192158,3.107032426,20.8433055,11.3145445,4.090989567,201.7248926,68,500494,5186,46420115
Mimus_polyglottos,M4,0,10145517.51,2.197797283,2.357200985,11.9499792,13.79937417,23.89643097,61.04306169,48.5,124869634,29949059,516236228
Mimus_gilvus,M4,1,2166099.596,2.48589007,2.923703248,24.71634156,9.838435107,2.79465106,161.2010154,51.99,12286160,119227,1032890026
Mimus_gundlachii,M4,0,15471.4969,2.643347475,2.803600364,24.79461437,9.299120585,5.581851827,143.6377725,66.8,5757,63,547715
Mimus_saturninus,M4,1,7198052.511,2.309862984,2.712139957,22.50536087,11.69146427,7.986607433,99.77186668,63.7,9870644,111040,840167348
Mimus_patagonicus,M4,0,1400520.823,1.896349045,2.037877103,12.07407521,13.1626658,15.16081533,27.6872434,57.8,3780208,44320,321546938
